# tensixbench raw points -- see docs/plans/tensix-cost-benchmark.md
# arch=blackhole magic=0x7B10CE05 unroll=64 probe_mask=0xFFFFF dvalid_setup=per-thread src_format=undefined src_style=undefined mm_block=8 variants=t1,t2,t3 fidelities=LoFi,HiFi2,HiFi4
phase,variant,probe_id,probe,unit,active_threads,thread,n,unroll,cycles
A,t1,9,SETDMAREG,THCON,1,1,96,64,6347
A,t1,9,SETDMAREG,THCON,1,1,128,64,8459
A,t1,10,ADDDMAREG,THCON,1,1,32,64,6058
A,t1,10,ADDDMAREG,THCON,1,1,64,64,12221
A,t1,10,ADDDMAREG,THCON,1,1,96,64,18369
A,t1,10,ADDDMAREG,THCON,1,1,128,64,24513
A,t1,11,MULDMAREG,THCON,1,1,32,64,6061
A,t1,11,MULDMAREG,THCON,1,1,64,64,12221
A,t1,11,MULDMAREG,THCON,1,1,96,64,18369
A,t1,11,MULDMAREG,THCON,1,1,128,64,24513
A,t1,12,SHIFTDMAREG,THCON,1,1,32,64,6058
A,t1,12,SHIFTDMAREG,THCON,1,1,64,64,12221
A,t1,12,SHIFTDMAREG,THCON,1,1,96,64,18369
A,t1,12,SHIFTDMAREG,THCON,1,1,128,64,24513
A,t1,13,CMPDMAREG,THCON,1,1,32,64,6061
A,t1,13,CMPDMAREG,THCON,1,1,64,64,12221
A,t1,13,CMPDMAREG,THCON,1,1,96,64,18369
A,t1,13,CMPDMAREG,THCON,1,1,128,64,24513
A,t1,14,RDCFG,CFG,1,1,32,64,2138
A,t1,14,RDCFG,CFG,1,1,64,64,4235
A,t1,14,RDCFG,CFG,1,1,96,64,6347
A,t1,14,RDCFG,CFG,1,1,128,64,8459
A,t1,15,SETRWC,MATH,1,1,32,64,2138
A,t1,15,SETRWC,MATH,1,1,64,64,4235
A,t1,15,SETRWC,MATH,1,1,96,64,6347
A,t1,15,SETRWC,MATH,1,1,128,64,8459
A,t1,16,INCRWC,MATH,1,1,32,64,2137
A,t1,16,INCRWC,MATH,1,1,64,64,4235
A,t1,16,INCRWC,MATH,1,1,96,64,6347
A,t1,16,INCRWC,MATH,1,1,128,64,8459
A,t1,17,MVMUL,MATH,1,1,32,64,12095
A,t1,17,MVMUL,MATH,1,1,64,64,24509
A,t1,17,MVMUL,MATH,1,1,96,64,36801
A,t1,17,MVMUL,MATH,1,1,128,64,49089
A,t1,18,ELWADD,MATH,1,1,32,64,12187
A,t1,18,ELWADD,MATH,1,1,64,64,24509
A,t1,18,ELWADD,MATH,1,1,96,64,36801
A,t1,18,ELWADD,MATH,1,1,128,64,49089
A,t1,19,ELWMUL,MATH,1,1,32,64,12190
A,t1,19,ELWMUL,MATH,1,1,64,64,24509
A,t1,19,ELWMUL,MATH,1,1,96,64,36801
A,t1,19,ELWMUL,MATH,1,1,128,64,49088
A,t2,0,loop_overhead,-,2,0,32,64,76
A,t2,0,loop_overhead,-,2,0,64,64,140
A,t2,0,loop_overhead,-,2,0,96,64,204
A,t2,0,loop_overhead,-,2,0,128,64,268
A,t2,1,NOP,NONE,2,0,32,64,2137
A,t2,1,NOP,NONE,2,0,64,64,4235
A,t2,1,NOP,NONE,2,0,96,64,6347
A,t2,1,NOP,NONE,2,0,128,64,8459
A,t2,2,DMANOP,TDMA,2,0,32,64,4048
A,t2,2,DMANOP,TDMA,2,0,64,64,8142
A,t2,2,DMANOP,TDMA,2,0,96,64,12238
A,t2,2,DMANOP,TDMA,2,0,128,64,16334
A,t2,3,SFPNOP,SFPU,2,0,32,64,4049
A,t2,3,SFPNOP,SFPU,2,0,64,64,8142
A,t2,3,SFPNOP,SFPU,2,0,96,64,12232
A,t2,3,SFPNOP,SFPU,2,0,128,64,16329
A,t2,4,SFPMOV,SFPU,2,0,32,64,4047
A,t2,4,SFPMOV,SFPU,2,0,64,64,8141
A,t2,4,SFPMOV,SFPU,2,0,96,64,12236
A,t2,4,SFPMOV,SFPU,2,0,128,64,16330
A,t2,5,SFPADD,SFPU,2,0,32,64,4047
A,t2,5,SFPADD,SFPU,2,0,64,64,8134
A,t2,5,SFPADD,SFPU,2,0,96,64,12222
A,t2,5,SFPADD,SFPU,2,0,128,64,16307
A,t2,6,SFPMUL,SFPU,2,0,32,64,4038
A,t2,6,SFPMUL,SFPU,2,0,64,64,8118
A,t2,6,SFPMUL,SFPU,2,0,96,64,12224
A,t2,6,SFPMUL,SFPU,2,0,128,64,16308
A,t2,7,SFPMAD,SFPU,2,0,32,64,4041
A,t2,7,SFPMAD,SFPU,2,0,64,64,8116
A,t2,7,SFPMAD,SFPU,2,0,96,64,12220
A,t2,7,SFPMAD,SFPU,2,0,128,64,16319
A,t2,8,SFPABS,SFPU,2,0,32,64,4034
A,t2,8,SFPABS,SFPU,2,0,64,64,8117
A,t2,8,SFPABS,SFPU,2,0,96,64,12212
A,t2,8,SFPABS,SFPU,2,0,128,64,16308
A,t2,9,SETDMAREG,THCON,2,0,32,64,4035
A,t2,9,SETDMAREG,THCON,2,0,64,64,8113
A,t2,9,SETDMAREG,THCON,2,0,96,64,12220
A,t2,9,SETDMAREG,THCON,2,0,128,64,16321
A,t2,10,ADDDMAREG,THCON,2,0,32,64,12071
A,t2,10,ADDDMAREG,THCON,2,0,64,64,24450
A,t2,10,ADDDMAREG,THCON,2,0,96,64,36738
A,t2,10,ADDDMAREG,THCON,2,0,128,64,49026
A,t2,11,MULDMAREG,THCON,2,0,32,64,12152
A,t2,11,MULDMAREG,THCON,2,0,64,64,24450
A,t2,11,MULDMAREG,THCON,2,0,96,64,36736
A,t2,11,MULDMAREG,THCON,2,0,128,64,49026
A,t2,12,SHIFTDMAREG,THCON,2,0,32,64,12153
A,t2,12,SHIFTDMAREG,THCON,2,0,64,64,24448
A,t2,12,SHIFTDMAREG,THCON,2,0,96,64,36737
A,t2,12,SHIFTDMAREG,THCON,2,0,128,64,49026
A,t2,13,CMPDMAREG,THCON,2,0,32,64,12152
A,t2,13,CMPDMAREG,THCON,2,0,64,64,24448
A,t2,13,CMPDMAREG,THCON,2,0,96,64,36736
A,t2,13,CMPDMAREG,THCON,2,0,128,64,49023
A,t2,14,RDCFG,CFG,2,0,32,64,4063
A,t2,14,RDCFG,CFG,2,0,64,64,8121
A,t2,14,RDCFG,CFG,2,0,96,64,12217
A,t2,14,RDCFG,CFG,2,0,128,64,16313
A,t2,15,SETRWC,MATH,2,0,32,64,4037
A,t2,15,SETRWC,MATH,2,0,64,64,8114
A,t2,15,SETRWC,MATH,2,0,96,64,12219
A,t2,15,SETRWC,MATH,2,0,128,64,16317
A,t2,16,INCRWC,MATH,2,0,32,64,4033
A,t2,16,INCRWC,MATH,2,0,64,64,8117
A,t2,16,INCRWC,MATH,2,0,96,64,12212
A,t2,16,INCRWC,MATH,2,0,128,64,16308
A,t2,17,MVMUL,MATH,2,0,32,64,24131
A,t2,17,MVMUL,MATH,2,0,64,64,48968
A,t2,17,MVMUL,MATH,2,0,96,64,73542
A,t2,17,MVMUL,MATH,2,0,128,64,98116
A,t2,18,ELWADD,MATH,2,0,32,64,24393
A,t2,18,ELWADD,MATH,2,0,64,64,48967
A,t2,18,ELWADD,MATH,2,0,96,64,73544
A,t2,18,ELWADD,MATH,2,0,128,64,98120
A,t2,19,ELWMUL,MATH,2,0,32,64,24390
A,t2,19,ELWMUL,MATH,2,0,64,64,48968
A,t2,19,ELWMUL,MATH,2,0,96,64,73542
A,t2,19,ELWMUL,MATH,2,0,128,64,98120
A,t2,0,loop_overhead,-,2,1,32,64,76
A,t2,0,loop_overhead,-,2,1,64,64,140
A,t2,0,loop_overhead,-,2,1,96,64,204
A,t2,0,loop_overhead,-,2,1,128,64,268
A,t2,1,NOP,NONE,2,1,32,64,2136
A,t2,1,NOP,NONE,2,1,64,64,4235
A,t2,1,NOP,NONE,2,1,96,64,6347
A,t2,1,NOP,NONE,2,1,128,64,8459
A,t2,2,DMANOP,TDMA,2,1,32,64,4044
A,t2,2,DMANOP,TDMA,2,1,64,64,8138
A,t2,2,DMANOP,TDMA,2,1,96,64,12233
A,t2,2,DMANOP,TDMA,2,1,128,64,16330
A,t2,3,SFPNOP,SFPU,2,1,32,64,4042
A,t2,3,SFPNOP,SFPU,2,1,64,64,8134
A,t2,3,SFPNOP,SFPU,2,1,96,64,12238
A,t2,3,SFPNOP,SFPU,2,1,128,64,16334
A,t2,4,SFPMOV,SFPU,2,1,32,64,4045
A,t2,4,SFPMOV,SFPU,2,1,64,64,8142
A,t2,4,SFPMOV,SFPU,2,1,96,64,12238
A,t2,4,SFPMOV,SFPU,2,1,128,64,16334
A,t2,5,SFPADD,SFPU,2,1,32,64,4047
A,t2,5,SFPADD,SFPU,2,1,64,64,8142
A,t2,5,SFPADD,SFPU,2,1,96,64,12238
A,t2,5,SFPADD,SFPU,2,1,128,64,16334
A,t2,6,SFPMUL,SFPU,2,1,32,64,4046
A,t2,6,SFPMUL,SFPU,2,1,64,64,8142
A,t2,6,SFPMUL,SFPU,2,1,96,64,12238
A,t2,6,SFPMUL,SFPU,2,1,128,64,16334
A,t2,7,SFPMAD,SFPU,2,1,32,64,4046
A,t2,7,SFPMAD,SFPU,2,1,64,64,8142
A,t2,7,SFPMAD,SFPU,2,1,96,64,12238
A,t2,7,SFPMAD,SFPU,2,1,128,64,16334
A,t2,8,SFPABS,SFPU,2,1,32,64,4046
A,t2,8,SFPABS,SFPU,2,1,64,64,8142
A,t2,8,SFPABS,SFPU,2,1,96,64,12238
A,t2,8,SFPABS,SFPU,2,1,128,64,16334
A,t2,9,SETDMAREG,THCON,2,1,32,64,4046
A,t2,9,SETDMAREG,THCON,2,1,64,64,8142
A,t2,9,SETDMAREG,THCON,2,1,96,64,12238
A,t2,9,SETDMAREG,THCON,2,1,128,64,16334
A,t2,10,ADDDMAREG,THCON,2,1,32,64,12103
A,t2,10,ADDDMAREG,THCON,2,1,64,64,24497
A,t2,10,ADDDMAREG,THCON,2,1,96,64,36787
A,t2,10,ADDDMAREG,THCON,2,1,128,64,49075
A,t2,11,MULDMAREG,THCON,2,1,32,64,12184
A,t2,11,MULDMAREG,THCON,2,1,64,64,24498
A,t2,11,MULDMAREG,THCON,2,1,96,64,36784
A,t2,11,MULDMAREG,THCON,2,1,128,64,49075
A,t2,12,SHIFTDMAREG,THCON,2,1,32,64,12178
A,t2,12,SHIFTDMAREG,THCON,2,1,64,64,24497
A,t2,12,SHIFTDMAREG,THCON,2,1,96,64,36786
A,t2,12,SHIFTDMAREG,THCON,2,1,128,64,49075
A,t2,13,CMPDMAREG,THCON,2,1,32,64,12193
A,t2,13,CMPDMAREG,THCON,2,1,64,64,24497
A,t2,13,CMPDMAREG,THCON,2,1,96,64,36784
A,t2,13,CMPDMAREG,THCON,2,1,128,64,49075
A,t2,14,RDCFG,CFG,2,1,32,64,4106
A,t2,14,RDCFG,CFG,2,1,64,64,8142
A,t2,14,RDCFG,CFG,2,1,96,64,12238
A,t2,14,RDCFG,CFG,2,1,128,64,16334
A,t2,15,SETRWC,MATH,2,1,32,64,4046
A,t2,15,SETRWC,MATH,2,1,64,64,8142
A,t2,15,SETRWC,MATH,2,1,96,64,12238
A,t2,15,SETRWC,MATH,2,1,128,64,16334
A,t2,16,INCRWC,MATH,2,1,32,64,4046
A,t2,16,INCRWC,MATH,2,1,64,64,8142
A,t2,16,INCRWC,MATH,2,1,96,64,12238
A,t2,16,INCRWC,MATH,2,1,128,64,16334
A,t2,17,MVMUL,MATH,2,1,32,64,24180
A,t2,17,MVMUL,MATH,2,1,64,64,49055
A,t2,17,MVMUL,MATH,2,1,96,64,73631
A,t2,17,MVMUL,MATH,2,1,128,64,98207
A,t2,18,ELWADD,MATH,2,1,32,64,24468
A,t2,18,ELWADD,MATH,2,1,64,64,49055
A,t2,18,ELWADD,MATH,2,1,96,64,73631
A,t2,18,ELWADD,MATH,2,1,128,64,98207
A,t2,19,ELWMUL,MATH,2,1,32,64,24462
A,t2,19,ELWMUL,MATH,2,1,64,64,49055
A,t2,19,ELWMUL,MATH,2,1,96,64,73631
A,t2,19,ELWMUL,MATH,2,1,128,64,98207
A,t3,0,loop_overhead,-,3,0,32,64,76
A,t3,0,loop_overhead,-,3,0,64,64,140
A,t3,0,loop_overhead,-,3,0,96,64,204
A,t3,0,loop_overhead,-,3,0,128,64,268
A,t3,1,NOP,NONE,3,0,32,64,2139
A,t3,1,NOP,NONE,3,0,64,64,4235
A,t3,1,NOP,NONE,3,0,96,64,6347
A,t3,1,NOP,NONE,3,0,128,64,8459
A,t3,2,DMANOP,TDMA,3,0,32,64,6039
A,t3,2,DMANOP,TDMA,3,0,64,64,12195
A,t3,2,DMANOP,TDMA,3,0,96,64,18349
A,t3,2,DMANOP,TDMA,3,0,128,64,24493
A,t3,3,SFPNOP,SFPU,3,0,32,64,6055
A,t3,3,SFPNOP,SFPU,3,0,64,64,12210
A,t3,3,SFPNOP,SFPU,3,0,96,64,18354
A,t3,3,SFPNOP,SFPU,3,0,128,64,24499
A,t3,4,SFPMOV,SFPU,3,0,32,64,6032
A,t3,4,SFPMOV,SFPU,3,0,64,64,12201
A,t3,4,SFPMOV,SFPU,3,0,96,64,18343
A,t3,4,SFPMOV,SFPU,3,0,128,64,24495
A,t3,5,SFPADD,SFPU,3,0,32,64,6039
A,t3,5,SFPADD,SFPU,3,0,64,64,12194
A,t3,5,SFPADD,SFPU,3,0,96,64,18350
A,t3,5,SFPADD,SFPU,3,0,128,64,24494
A,t3,6,SFPMUL,SFPU,3,0,32,64,6049
A,t3,6,SFPMUL,SFPU,3,0,64,64,12204
A,t3,6,SFPMUL,SFPU,3,0,96,64,18349
A,t3,6,SFPMUL,SFPU,3,0,128,64,24493
A,t3,7,SFPMAD,SFPU,3,0,32,64,6049
A,t3,7,SFPMAD,SFPU,3,0,64,64,12210
A,t3,7,SFPMAD,SFPU,3,0,96,64,18342
A,t3,7,SFPMAD,SFPU,3,0,128,64,24500
A,t3,8,SFPABS,SFPU,3,0,32,64,6036
A,t3,8,SFPABS,SFPU,3,0,64,64,12202
A,t3,8,SFPABS,SFPU,3,0,96,64,18355
A,t3,8,SFPABS,SFPU,3,0,128,64,24500
A,t3,9,SETDMAREG,THCON,3,0,32,64,6048
A,t3,9,SETDMAREG,THCON,3,0,64,64,12209
A,t3,9,SETDMAREG,THCON,3,0,96,64,18355
A,t3,9,SETDMAREG,THCON,3,0,128,64,24499
A,t3,10,ADDDMAREG,THCON,3,0,32,64,18121
A,t3,10,ADDDMAREG,THCON,3,0,64,64,36738
A,t3,10,ADDDMAREG,THCON,3,0,96,64,55179
A,t3,10,ADDDMAREG,THCON,3,0,128,64,73606
A,t3,11,MULDMAREG,THCON,3,0,32,64,18316
A,t3,11,MULDMAREG,THCON,3,0,64,64,36733
A,t3,11,MULDMAREG,THCON,3,0,96,64,55179
A,t3,11,MULDMAREG,THCON,3,0,128,64,73607
A,t3,12,SHIFTDMAREG,THCON,3,0,32,64,18316
A,t3,12,SHIFTDMAREG,THCON,3,0,64,64,36742
A,t3,12,SHIFTDMAREG,THCON,3,0,96,64,55179
A,t3,12,SHIFTDMAREG,THCON,3,0,128,64,73607
A,t3,13,CMPDMAREG,THCON,3,0,32,64,18315
A,t3,13,CMPDMAREG,THCON,3,0,64,64,36739
A,t3,13,CMPDMAREG,THCON,3,0,96,64,55181
A,t3,13,CMPDMAREG,THCON,3,0,128,64,73606
A,t3,14,RDCFG,CFG,3,0,32,64,6216
A,t3,14,RDCFG,CFG,3,0,64,64,12211
A,t3,14,RDCFG,CFG,3,0,96,64,18350
A,t3,14,RDCFG,CFG,3,0,128,64,24494
A,t3,15,SETRWC,MATH,3,0,32,64,6033
A,t3,15,SETRWC,MATH,3,0,64,64,12187
A,t3,15,SETRWC,MATH,3,0,96,64,18346
A,t3,15,SETRWC,MATH,3,0,128,64,24492
A,t3,16,INCRWC,MATH,3,0,32,64,6039
A,t3,16,INCRWC,MATH,3,0,64,64,12190
A,t3,16,INCRWC,MATH,3,0,96,64,18340
A,t3,16,INCRWC,MATH,3,0,128,64,24491
A,t3,17,MVMUL,MATH,3,0,32,64,36249
A,t3,17,MVMUL,MATH,3,0,64,64,73554
A,t3,17,MVMUL,MATH,3,0,96,64,110418
A,t3,17,MVMUL,MATH,3,0,128,64,147282
A,t3,18,ELWADD,MATH,3,0,32,64,36683
A,t3,18,ELWADD,MATH,3,0,64,64,73555
A,t3,18,ELWADD,MATH,3,0,96,64,110418
A,t3,18,ELWADD,MATH,3,0,128,64,147282
A,t3,19,ELWMUL,MATH,3,0,32,64,36683
A,t3,19,ELWMUL,MATH,3,0,64,64,73554
A,t3,19,ELWMUL,MATH,3,0,96,64,110418
A,t3,19,ELWMUL,MATH,3,0,128,64,147282
A,t3,0,loop_overhead,-,3,1,32,64,76
A,t3,0,loop_overhead,-,3,1,64,64,140
A,t3,0,loop_overhead,-,3,1,96,64,204
A,t3,0,loop_overhead,-,3,1,128,64,268
A,t3,1,NOP,NONE,3,1,32,64,2137
A,t3,1,NOP,NONE,3,1,64,64,4235
A,t3,1,NOP,NONE,3,1,96,64,6347
A,t3,1,NOP,NONE,3,1,128,64,8459
A,t3,2,DMANOP,TDMA,3,1,32,64,6058
A,t3,2,DMANOP,TDMA,3,1,64,64,12202
A,t3,2,DMANOP,TDMA,3,1,96,64,18353
A,t3,2,DMANOP,TDMA,3,1,128,64,24497
A,t3,3,SFPNOP,SFPU,3,1,32,64,6058
A,t3,3,SFPNOP,SFPU,3,1,64,64,12210
A,t3,3,SFPNOP,SFPU,3,1,96,64,18355
A,t3,3,SFPNOP,SFPU,3,1,128,64,24498
A,t3,4,SFPMOV,SFPU,3,1,32,64,6058
A,t3,4,SFPMOV,SFPU,3,1,64,64,12202
A,t3,4,SFPMOV,SFPU,3,1,96,64,18343
A,t3,4,SFPMOV,SFPU,3,1,128,64,24495
A,t3,5,SFPADD,SFPU,3,1,32,64,6055
A,t3,5,SFPADD,SFPU,3,1,64,64,12198
A,t3,5,SFPADD,SFPU,3,1,96,64,18356
A,t3,5,SFPADD,SFPU,3,1,128,64,24500
A,t3,6,SFPMUL,SFPU,3,1,32,64,6047
A,t3,6,SFPMUL,SFPU,3,1,64,64,12210
A,t3,6,SFPMUL,SFPU,3,1,96,64,18354
A,t3,6,SFPMUL,SFPU,3,1,128,64,24498
A,t3,7,SFPMAD,SFPU,3,1,32,64,6046
A,t3,7,SFPMAD,SFPU,3,1,64,64,12206
A,t3,7,SFPMAD,SFPU,3,1,96,64,18347
A,t3,7,SFPMAD,SFPU,3,1,128,64,24500
A,t3,8,SFPABS,SFPU,3,1,32,64,6052
A,t3,8,SFPABS,SFPU,3,1,64,64,12201
A,t3,8,SFPABS,SFPU,3,1,96,64,18355
A,t3,8,SFPABS,SFPU,3,1,128,64,24499
A,t3,9,SETDMAREG,THCON,3,1,32,64,6038
A,t3,9,SETDMAREG,THCON,3,1,64,64,12205
A,t3,9,SETDMAREG,THCON,3,1,96,64,18351
A,t3,9,SETDMAREG,THCON,3,1,128,64,24495
A,t3,10,ADDDMAREG,THCON,3,1,32,64,18123
A,t3,10,ADDDMAREG,THCON,3,1,64,64,36732
A,t3,10,ADDDMAREG,THCON,3,1,96,64,55180
A,t3,10,ADDDMAREG,THCON,3,1,128,64,73613
A,t3,11,MULDMAREG,THCON,3,1,32,64,18318
A,t3,11,MULDMAREG,THCON,3,1,64,64,36745
A,t3,11,MULDMAREG,THCON,3,1,96,64,55181
A,t3,11,MULDMAREG,THCON,3,1,128,64,73614
A,t3,12,SHIFTDMAREG,THCON,3,1,32,64,18304
A,t3,12,SHIFTDMAREG,THCON,3,1,64,64,36749
A,t3,12,SHIFTDMAREG,THCON,3,1,96,64,55180
A,t3,12,SHIFTDMAREG,THCON,3,1,128,64,73614
A,t3,13,CMPDMAREG,THCON,3,1,32,64,18317
A,t3,13,CMPDMAREG,THCON,3,1,64,64,36747
A,t3,13,CMPDMAREG,THCON,3,1,96,64,55183
A,t3,13,CMPDMAREG,THCON,3,1,128,64,73613
A,t3,14,RDCFG,CFG,3,1,32,64,6225
A,t3,14,RDCFG,CFG,3,1,64,64,12211
A,t3,14,RDCFG,CFG,3,1,96,64,18350
A,t3,14,RDCFG,CFG,3,1,128,64,24494
A,t3,15,SETRWC,MATH,3,1,32,64,6038
A,t3,15,SETRWC,MATH,3,1,64,64,12187
A,t3,15,SETRWC,MATH,3,1,96,64,18347
A,t3,15,SETRWC,MATH,3,1,128,64,24497
A,t3,16,INCRWC,MATH,3,1,32,64,6026
A,t3,16,INCRWC,MATH,3,1,64,64,12173
A,t3,16,INCRWC,MATH,3,1,96,64,18343
A,t3,16,INCRWC,MATH,3,1,128,64,24493
A,t3,17,MVMUL,MATH,3,1,32,64,36221
A,t3,17,MVMUL,MATH,3,1,64,64,73523
A,t3,17,MVMUL,MATH,3,1,96,64,110387
A,t3,17,MVMUL,MATH,3,1,128,64,147251
A,t3,18,ELWADD,MATH,3,1,32,64,36656
A,t3,18,ELWADD,MATH,3,1,64,64,73528
A,t3,18,ELWADD,MATH,3,1,96,64,110387
A,t3,18,ELWADD,MATH,3,1,128,64,147251
A,t3,19,ELWMUL,MATH,3,1,32,64,36667
A,t3,19,ELWMUL,MATH,3,1,64,64,73523
A,t3,19,ELWMUL,MATH,3,1,96,64,110387
A,t3,19,ELWMUL,MATH,3,1,128,64,147251
A,t3,0,loop_overhead,-,3,2,32,64,76
A,t3,0,loop_overhead,-,3,2,64,64,140
A,t3,0,loop_overhead,-,3,2,96,64,204
A,t3,0,loop_overhead,-,3,2,128,64,268
A,t3,1,NOP,NONE,3,2,32,64,2138
A,t3,1,NOP,NONE,3,2,64,64,4235
A,t3,1,NOP,NONE,3,2,96,64,6347
A,t3,1,NOP,NONE,3,2,128,64,8459
A,t3,2,DMANOP,TDMA,3,2,32,64,6055
A,t3,2,DMANOP,TDMA,3,2,64,64,12200
A,t3,2,DMANOP,TDMA,3,2,96,64,18351
A,t3,2,DMANOP,TDMA,3,2,128,64,24495
A,t3,3,SFPNOP,SFPU,3,2,32,64,6055
A,t3,3,SFPNOP,SFPU,3,2,64,64,12206
A,t3,3,SFPNOP,SFPU,3,2,96,64,18355
A,t3,3,SFPNOP,SFPU,3,2,128,64,24499
A,t3,4,SFPMOV,SFPU,3,2,32,64,6057
A,t3,4,SFPMOV,SFPU,3,2,64,64,12183
A,t3,4,SFPMOV,SFPU,3,2,96,64,18347
A,t3,4,SFPMOV,SFPU,3,2,128,64,24493
A,t3,5,SFPADD,SFPU,3,2,32,64,6059
A,t3,5,SFPADD,SFPU,3,2,64,64,12203
A,t3,5,SFPADD,SFPU,3,2,96,64,18355
A,t3,5,SFPADD,SFPU,3,2,128,64,24499
A,t3,6,SFPMUL,SFPU,3,2,32,64,6059
A,t3,6,SFPMUL,SFPU,3,2,64,64,12209
A,t3,6,SFPMUL,SFPU,3,2,96,64,18354
A,t3,6,SFPMUL,SFPU,3,2,128,64,24498
A,t3,7,SFPMAD,SFPU,3,2,32,64,6061
A,t3,7,SFPMAD,SFPU,3,2,64,64,12210
A,t3,7,SFPMAD,SFPU,3,2,96,64,18347
A,t3,7,SFPMAD,SFPU,3,2,128,64,24497
A,t3,8,SFPABS,SFPU,3,2,32,64,6059
A,t3,8,SFPABS,SFPU,3,2,64,64,12203
A,t3,8,SFPABS,SFPU,3,2,96,64,18355
A,t3,8,SFPABS,SFPU,3,2,128,64,24499
A,t3,9,SETDMAREG,THCON,3,2,32,64,6062
A,t3,9,SETDMAREG,THCON,3,2,64,64,12210
A,t3,9,SETDMAREG,THCON,3,2,96,64,18355
A,t3,9,SETDMAREG,THCON,3,2,128,64,24499
A,t3,10,ADDDMAREG,THCON,3,2,32,64,18140
A,t3,10,ADDDMAREG,THCON,3,2,64,64,36771
A,t3,10,ADDDMAREG,THCON,3,2,96,64,55211
A,t3,10,ADDDMAREG,THCON,3,2,128,64,73644
A,t3,11,MULDMAREG,THCON,3,2,32,64,18321
A,t3,11,MULDMAREG,THCON,3,2,64,64,36771
A,t3,11,MULDMAREG,THCON,3,2,96,64,55210
A,t3,11,MULDMAREG,THCON,3,2,128,64,73643
A,t3,12,SHIFTDMAREG,THCON,3,2,32,64,18323
A,t3,12,SHIFTDMAREG,THCON,3,2,64,64,36771
A,t3,12,SHIFTDMAREG,THCON,3,2,96,64,55211
A,t3,12,SHIFTDMAREG,THCON,3,2,128,64,73643
A,t3,13,CMPDMAREG,THCON,3,2,32,64,18310
A,t3,13,CMPDMAREG,THCON,3,2,64,64,36771
A,t3,13,CMPDMAREG,THCON,3,2,96,64,55211
A,t3,13,CMPDMAREG,THCON,3,2,128,64,73644
A,t3,14,RDCFG,CFG,3,2,32,64,6209
A,t3,14,RDCFG,CFG,3,2,64,64,12210
A,t3,14,RDCFG,CFG,3,2,96,64,18354
A,t3,14,RDCFG,CFG,3,2,128,64,24498
A,t3,15,SETRWC,MATH,3,2,32,64,6061
A,t3,15,SETRWC,MATH,3,2,64,64,12202
A,t3,15,SETRWC,MATH,3,2,96,64,18352
A,t3,15,SETRWC,MATH,3,2,128,64,24498
A,t3,16,INCRWC,MATH,3,2,32,64,6059
A,t3,16,INCRWC,MATH,3,2,64,64,12203
A,t3,16,INCRWC,MATH,3,2,96,64,18346
A,t3,16,INCRWC,MATH,3,2,128,64,24493
