# nocbench raw flows -- see docs/plans/cost-model.md and docs/bh_arch.md section 4
#
# THIS IS A REFERENCE MEASUREMENT, NOT RUN OUTPUT. Run output from
# perfbench/nocbench lands in perfbench/nocbench/src/; a curated reference
# belongs here, next to the analysis that reads it
# (`python3 -m tt_sim.perf.noc_congestion_sweep`).
#
# device=blackhole-silicon simulator=no
# campaign=2026-08-05, one card, one operator. The grid this was planned
#   against is nocbench-grid-blackhole.csv in this directory: the card is
#   HARVESTED (physical worker columns {1..6, 11..16}; 7 and 10 are disabled),
#   and every coordinate below is the corrected geometry that `--dump-grid`'s
#   NOC_NODE_ID probe established. Zero coordinate mismatches, zero invariant
#   complaints.
# NOTE the tile at SoC-physical (11, 2) keeps its own wall-clock epoch,
#   +1143914613 cycles from the rest of the device. It is a property of the
#   TILE, not of any run: see docs/bh_arch.md section 4.4. Same-core durations
#   -- the `cycles` column, which every number in the analysis is fitted to --
#   are unaffected; only cross-core t0/t1 comparisons are, and
#   `clock_skew_report` subtracts it.
# THE MAIN RUN: 87 flows over 55 runs, all six experiments (hops, size,
#   readport, shared at 64 B and 16384 B, contention, vc). This is the file the
#   controls live in, so it is the one that can carry a verdict:
#   RESULT: CONGESTION MEASURED.
#
# nocbench plan -- built by tt_sim.perf.noc_congestion_plan
# arch=blackhole grid_x=17 grid_y=12 coord_space=translated
# *_lx/_ly logical, *_nx/_ny the coordinate a kernel addresses, *_px/_py SoC-physical NoC 0
# tt_sim_tensix_coords=1-2,1-3,1-4,1-5,1-6,1-7,1-8,1-9,1-10,1-11,2-2,2-3,2-4,2-10,2-11,3-2,3-3,3-4,3-9,3-10,4-2,4-4,4-5,4-8,5-2,5-4,5-6,5-7,6-2,6-3,6-6,6-7,7-2,7-4,7-8,10-2,10-4,10-9,11-2,11-4,11-10,12-2,12-4,13-2
# hops: 24 points, 24 flows
# size: 4 points, 4 flows
# readport: 2 points, 3 flows
# shared: 16 points, 32 flows
# contention: 5 points, 16 flows
# vc: 4 points, 8 flows
# measured by nocbench on arch=blackhole magic=0x4E4F4342
run,exp,point,flow,n_flows,mst_lx,mst_ly,mst_nx,mst_ny,mst_px,mst_py,sub_lx,sub_ly,sub_nx,sub_ny,sub_px,sub_py,proc,noc,vc,direction,num_tx,tx_bytes,fwd_hops,rt_hops,shared_payload_links,shared_other_links,measured,cycles,t0,t1,rendezvous_cycles,kernel_node_x,kernel_node_y,kernel_noc
15,hops,col+8,0,1,0,0,1,2,1,2,0,8,1,10,1,10,0,0,1,0,64,4096,8,12,0,0,1,4474,3039925643,3039930117,10,1,2,0
16,hops,diag+2-3,0,1,0,0,1,2,1,2,1,1,2,3,2,3,0,0,1,0,64,4096,2,29,0,0,1,4602,3043965635,3043970237,10,1,2,0
17,hops,diag+3-4,0,1,0,0,1,2,1,2,2,2,3,4,3,4,0,0,1,0,64,4096,4,29,0,0,1,4619,3047996035,3048000654,4,1,2,0
18,hops,diag+4-5,0,1,0,0,1,2,1,2,3,3,4,5,4,5,0,0,1,0,64,4096,6,29,0,0,1,4620,3052088360,3052092980,10,1,2,0
19,hops,diag+5-6,0,1,0,0,1,2,1,2,4,4,5,6,5,6,0,0,1,0,64,4096,8,29,0,0,1,4619,3056131160,3056135779,3,1,2,0
20,hops,diag+6-7,0,1,0,0,1,2,1,2,5,5,6,7,6,7,0,0,1,0,64,4096,10,29,0,0,1,4635,3060247329,3060251964,4,1,2,0
21,hops,diag+11-8,0,1,0,0,1,2,1,2,6,6,7,8,11,8,0,0,1,0,64,4096,16,29,0,0,1,4620,3064326340,3064330960,3,1,2,0
22,hops,diag+12-9,0,1,0,0,1,2,1,2,7,7,10,9,12,9,0,0,1,0,64,4096,18,29,0,0,1,4619,3068378092,3068382711,3,1,2,0
23,hops,diag+13-10,0,1,0,0,1,2,1,2,8,8,11,10,13,10,0,0,1,0,64,4096,20,29,0,0,1,4618,3072430106,3072434724,3,1,2,0
24,size,64B,0,1,0,0,1,2,1,2,1,1,2,3,2,3,0,0,1,0,64,64,2,29,0,0,1,2537,3076475734,3076478271,5,1,2,0
25,size,512B,0,1,0,0,1,2,1,2,1,1,2,3,2,3,0,0,1,0,64,512,2,29,0,0,1,2544,3080526698,3080529242,3,1,2,0
26,size,4096B,0,1,0,0,1,2,1,2,1,1,2,3,2,3,0,0,1,0,64,4096,2,29,0,0,1,4626,3084627749,3084632375,10,1,2,0
27,size,16384B,0,1,0,0,1,2,1,2,1,1,2,3,2,3,0,0,1,0,64,16384,2,29,0,0,1,17315,3088673687,3088691002,3,1,2,0
28,readport,1flow,0,1,1,9,2,11,2,11,0,0,1,2,1,2,0,0,1,1,64,8192,19,29,0,0,1,8873,3092747113,3092755986,14,2,11,0
29,readport,2flows,0,2,1,9,2,11,2,11,0,0,1,2,1,2,0,0,1,1,64,8192,19,29,1,3,1,16815,3098378797,3098395612,21,2,11,0
29,readport,2flows,1,2,2,8,3,10,3,10,0,0,1,2,1,2,0,0,1,1,64,8192,19,29,1,3,1,17237,3098378904,3098396141,1164088,3,10,0
30,shared,64B/share0,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,64,9,29,0,0,1,2546,3105382522,3105385068,21,15,2,0
30,shared,64B/share0,1,2,5,0,6,2,6,2,9,2,12,4,14,4,0,0,1,0,64,64,10,29,0,0,1,2556,3105382584,3105385140,1160616,6,2,0
31,shared,64B/share1,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,64,9,29,1,0,1,2534,3112226100,3112228634,21,15,2,0
31,shared,64B/share1,1,2,4,0,5,2,5,2,8,2,11,4,13,4,0,0,1,0,64,64,10,29,1,0,1,2557,3112226157,3112228714,1184891,5,2,0
32,shared,64B/share2,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,64,9,29,2,0,1,2535,3118998720,3119001255,21,15,2,0
32,shared,64B/share2,1,2,3,0,4,2,4,2,7,2,10,4,12,4,0,0,1,0,64,64,10,29,2,0,1,2557,3118998773,3119001330,1162033,4,2,0
33,shared,64B/share3,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,64,9,29,3,0,1,2534,3125835948,3125838482,21,15,2,0
33,shared,64B/share3,1,2,2,0,3,2,3,2,6,2,7,4,11,4,0,0,1,0,64,64,10,29,3,0,1,2557,3125835992,3125838549,1171549,3,2,0
34,shared,64B/share4,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,64,9,29,4,0,1,2535,3132483284,3132485819,21,15,2,0
34,shared,64B/share4,1,2,6,0,7,2,11,2,1,2,2,4,2,4,0,0,1,0,64,64,10,29,4,0,1,2557,4276397895,4276400452,1161981,11,2,0
35,shared,64B/share5,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,64,9,29,5,0,1,2534,3139398797,3139401331,21,15,2,0
35,shared,64B/share5,1,2,7,0,10,2,12,2,2,2,3,4,3,4,0,0,1,0,64,64,10,29,5,0,1,2556,3139398924,3139401480,1158739,12,2,0
36,shared,64B/share6,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,64,9,29,6,0,1,2534,3146177567,3146180101,21,15,2,0
36,shared,64B/share6,1,2,8,0,11,2,13,2,3,2,4,4,4,4,0,0,1,0,64,64,10,29,6,0,1,2557,3146177698,3146180255,1160235,13,2,0
37,shared,64B/share7,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,64,9,29,7,0,1,2535,3152799237,3152801772,23,15,2,0
37,shared,64B/share7,1,2,9,0,12,2,14,2,4,2,5,4,5,4,0,0,1,0,64,64,10,29,7,0,1,2556,3152799378,3152801934,1154565,14,2,0
38,shared,16384B/share0,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,16384,9,29,0,0,1,17174,3159440240,3159457414,21,15,2,0
38,shared,16384B/share0,1,2,5,0,6,2,6,2,9,2,12,4,14,4,0,0,1,0,64,16384,10,29,0,0,1,17226,3159440301,3159457527,1154398,6,2,0
39,shared,16384B/share1,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,16384,9,29,1,0,1,33054,3166078088,3166111142,21,15,2,0
39,shared,16384B/share1,1,2,4,0,5,2,5,2,8,2,11,4,13,4,0,0,1,0,64,16384,10,29,1,0,1,33289,3166078151,3166111440,1158119,5,2,0
40,shared,16384B/share2,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,16384,9,29,2,0,1,32831,3172784488,3172817319,21,15,2,0
40,shared,16384B/share2,1,2,3,0,4,2,4,2,7,2,10,4,12,4,0,0,1,0,64,16384,10,29,2,0,1,33298,3172784547,3172817845,1156229,4,2,0
41,shared,16384B/share3,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,16384,9,29,3,0,1,33326,3179409920,3179443246,21,15,2,0
41,shared,16384B/share3,1,2,2,0,3,2,3,2,6,2,7,4,11,4,0,0,1,0,64,16384,10,29,3,0,1,32156,3179409964,3179442120,1161740,3,2,0
42,shared,16384B/share4,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,16384,9,29,4,0,1,33671,3186042806,3186076477,21,15,2,0
42,shared,16384B/share4,1,2,6,0,7,2,11,2,1,2,2,4,2,4,0,0,1,0,64,16384,10,29,4,0,1,33777,34990120,35023897,1158085,11,2,0
43,shared,16384B/share5,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,16384,9,29,5,0,1,33654,3192689214,3192722868,21,15,2,0
43,shared,16384B/share5,1,2,7,0,10,2,12,2,2,2,3,4,3,4,0,0,1,0,64,16384,10,29,5,0,1,33754,3192689334,3192723088,1145276,12,2,0
44,shared,16384B/share6,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,16384,9,29,6,0,1,33678,3199358043,3199391721,21,15,2,0
44,shared,16384B/share6,1,2,8,0,11,2,13,2,3,2,4,4,4,4,0,0,1,0,64,16384,10,29,6,0,1,33780,3199358172,3199391952,1147739,13,2,0
45,shared,16384B/share7,0,2,10,0,13,2,15,2,5,1,6,3,6,3,0,0,1,0,64,16384,9,29,7,0,1,33702,3206040180,3206073882,21,15,2,0
45,shared,16384B/share7,1,2,9,0,12,2,14,2,4,2,5,4,5,4,0,0,1,0,64,16384,10,29,7,0,1,33804,3206040323,3206074127,1160293,14,2,0
46,contention,N1,0,1,0,9,1,11,1,11,6,0,7,2,11,2,0,0,1,0,64,4096,13,29,0,0,1,4617,3211403760,3211408377,14,1,11,0
47,contention,N2,0,2,0,9,1,11,1,11,6,0,7,2,11,2,0,0,1,0,64,4096,13,29,3,7,1,8703,3216860977,3216869680,21,1,11,0
47,contention,N2,1,2,1,8,2,10,2,10,6,0,7,2,11,2,0,0,1,0,64,4096,13,29,3,7,1,8717,3216861089,3216869806,1161182,2,10,0
48,contention,N3,0,3,0,9,1,11,1,11,6,0,7,2,11,2,0,0,1,0,64,4096,13,29,6,14,1,8646,3224874481,3224883127,21,1,11,0
48,contention,N3,1,3,1,8,2,10,2,10,6,0,7,2,11,2,0,0,1,0,64,4096,13,29,7,15,1,12836,3224874554,3224887390,1156305,2,10,0
48,contention,N3,2,3,2,7,3,9,3,9,6,0,7,2,11,2,0,0,1,0,64,4096,13,29,7,15,1,12862,3224874586,3224887448,2324713,3,9,0
49,contention,N4,0,4,0,9,1,11,1,11,6,0,7,2,11,2,0,0,1,0,64,4096,13,29,9,21,1,8737,3235536337,3235545074,21,1,11,0
49,contention,N4,1,4,1,8,2,10,2,10,6,0,7,2,11,2,0,0,1,0,64,4096,13,29,11,23,1,12924,3235536368,3235549292,1157484,2,10,0
49,contention,N4,2,4,2,7,3,9,3,9,6,0,7,2,11,2,0,0,1,0,64,4096,13,29,12,24,1,17111,3235536403,3235553514,2314032,3,9,0
49,contention,N4,3,4,3,6,4,8,4,8,6,0,7,2,11,2,0,0,1,0,64,4096,13,29,12,24,1,17141,3235536435,3235553576,3463767,4,8,0
50,contention,N6,0,6,0,9,1,11,1,11,6,0,7,2,11,2,0,0,1,0,64,4096,13,29,15,35,1,8760,3250053681,3250062441,21,1,11,0
50,contention,N6,1,6,1,8,2,10,2,10,6,0,7,2,11,2,0,0,1,0,64,4096,13,29,19,39,1,12944,3250053638,3250066582,1165746,2,10,0
50,contention,N6,2,6,2,7,3,9,3,9,6,0,7,2,11,2,0,0,1,0,64,4096,13,29,22,42,1,17124,3250053675,3250070799,2318704,3,9,0
50,contention,N6,3,6,3,6,4,8,4,8,6,0,7,2,11,2,0,0,1,0,64,4096,13,29,24,44,1,21314,3250053706,3250075020,3472235,4,8,0
50,contention,N6,4,6,4,5,5,7,5,7,6,0,7,2,11,2,0,0,1,0,64,4096,13,29,25,45,1,25509,3250053742,3250079251,4618903,5,7,0
50,contention,N6,5,6,5,4,6,6,6,6,6,0,7,2,11,2,0,0,1,0,64,4096,13,29,25,45,1,25534,3250053773,3250079307,5795962,6,6,0
51,vc,vc0,0,2,0,0,1,2,1,2,2,1,3,3,3,3,0,0,1,0,64,16384,3,29,1,0,1,33288,3261393837,3261427125,21,1,2,0
51,vc,vc0,1,2,1,0,2,2,2,2,3,2,4,4,4,4,0,0,0,0,64,16384,4,29,1,0,1,33300,3261393850,3261427150,1156550,2,2,0
52,vc,vc1,0,2,0,0,1,2,1,2,2,1,3,3,3,3,0,0,1,0,64,16384,3,29,1,0,1,33822,3268139493,3268173315,21,1,2,0
52,vc,vc1,1,2,1,0,2,2,2,2,3,2,4,4,4,4,0,0,1,0,64,16384,4,29,1,0,1,34073,3268139506,3268173579,1155336,2,2,0
53,vc,vc2,0,2,0,0,1,2,1,2,2,1,3,3,3,3,0,0,1,0,64,16384,3,29,1,0,1,33270,3274793509,3274826779,21,1,2,0
53,vc,vc2,1,2,1,0,2,2,2,2,3,2,4,4,4,4,0,0,2,0,64,16384,4,29,1,0,1,33283,3274793522,3274826805,1157600,2,2,0
54,vc,vc3,0,2,0,0,1,2,1,2,2,1,3,3,3,3,0,0,1,0,64,16384,3,29,1,0,1,33270,3281488956,3281522226,21,1,2,0
54,vc,vc3,1,2,1,0,2,2,2,2,3,2,4,4,4,4,0,0,3,0,64,16384,4,29,1,0,1,33276,3281488971,3281522247,1184276,2,2,0
