# riscvbench -- 2026-08-09 Blackhole card session, rv-qdrain probe.
#
# device=blackhole-silicon simulator=no campaign=2026-08-09
# Card is HARVESTED: addressed worker columns {1..7, 10..14}, physical
# {1..6, 11..16}; two chips present, auto-discovery downgrades to a 1x1 mesh.
# Collected by perfbench/run_card_session.sh (probe `rv-qdrain`).
# The .ttinsn burst sweep out to n=1024. Resolves the Tensix instruction
# queue: 27-33 entries, backlog flat across four doublings, and PER-THREAD
# (t2 1.03x/0.97x, t3 1.06x/1.05x against a shared queue's 0.50x/0.33x).
#
# Analysis: docs/plans/cost-model.md, "The second rung-3 sample". A silicon
# measurement is `corroboration`, never provenance -- nothing here is charged.
# riscvbench raw points -- see docs/plans/riscv-front-end-benchmark.md
# arch=blackhole magic=0x7B10CF03 probe_mask=0x7FFFFFFFFFFFF phases=qs variants=t1 base_blocks=32 gset=0 group_reps=16 pad=16 stack_addr=0xFFB00F98 scratch_addr=0x0017D440 div_dividend=0x12345678 div_divisor=3
phase,variant,probe_id,probe,unit,active_threads,thread,n,unroll,cycles
q,t1,28,q_nop,TTQUEUE,1,1,32,1,55
q,t1,28,q_nop,TTQUEUE,1,1,64,1,87
q,t1,28,q_nop,TTQUEUE,1,1,128,1,157
q,t1,29,q_setdmareg,TTQUEUE,1,1,1,1,7
q,t1,29,q_setdmareg,TTQUEUE,1,1,2,1,13
q,t1,29,q_setdmareg,TTQUEUE,1,1,4,1,16
q,t1,29,q_setdmareg,TTQUEUE,1,1,8,1,28
q,t1,29,q_setdmareg,TTQUEUE,1,1,16,1,37
q,t1,29,q_setdmareg,TTQUEUE,1,1,32,1,54
q,t1,29,q_setdmareg,TTQUEUE,1,1,64,1,88
q,t1,29,q_setdmareg,TTQUEUE,1,1,128,1,155
q,t1,30,q_adddmareg,TTQUEUE,1,1,1,1,7
q,t1,30,q_adddmareg,TTQUEUE,1,1,2,1,13
q,t1,30,q_adddmareg,TTQUEUE,1,1,4,1,16
q,t1,30,q_adddmareg,TTQUEUE,1,1,8,1,35
q,t1,30,q_adddmareg,TTQUEUE,1,1,16,1,30
q,t1,30,q_adddmareg,TTQUEUE,1,1,32,1,55
q,t1,30,q_adddmareg,TTQUEUE,1,1,64,1,101
q,t1,30,q_adddmareg,TTQUEUE,1,1,128,1,319
q,t1,31,q_adddmareg_sync,TTQUEUE,1,1,1,1,21
q,t1,31,q_adddmareg_sync,TTQUEUE,1,1,2,1,21
q,t1,31,q_adddmareg_sync,TTQUEUE,1,1,4,1,26
q,t1,31,q_adddmareg_sync,TTQUEUE,1,1,8,1,36
q,t1,31,q_adddmareg_sync,TTQUEUE,1,1,16,1,60
q,t1,31,q_adddmareg_sync,TTQUEUE,1,1,32,1,108
q,t1,31,q_adddmareg_sync,TTQUEUE,1,1,64,1,204
q,t1,31,q_adddmareg_sync,TTQUEUE,1,1,128,1,396
q,t1,38,q_loop_addi,TTQUEUE,1,1,16,1,28
q,t1,38,q_loop_addi,TTQUEUE,1,1,32,1,48
q,t1,38,q_loop_addi,TTQUEUE,1,1,64,1,84
q,t1,38,q_loop_addi,TTQUEUE,1,1,128,1,156
q,t1,38,q_loop_addi,TTQUEUE,1,1,256,1,300
q,t1,38,q_loop_addi,TTQUEUE,1,1,512,1,588
q,t1,38,q_loop_addi,TTQUEUE,1,1,1024,1,1164
q,t1,39,q_loop_adddmareg,TTQUEUE,1,1,16,1,28
q,t1,39,q_loop_adddmareg,TTQUEUE,1,1,32,1,48
q,t1,39,q_loop_adddmareg,TTQUEUE,1,1,64,1,107
q,t1,39,q_loop_adddmareg,TTQUEUE,1,1,128,1,299
q,t1,39,q_loop_adddmareg,TTQUEUE,1,1,256,1,683
q,t1,39,q_loop_adddmareg,TTQUEUE,1,1,512,1,1451
q,t1,39,q_loop_adddmareg,TTQUEUE,1,1,1024,1,2987
q,t1,40,q_loop_adddmareg_sync,TTQUEUE,1,1,16,1,63
q,t1,40,q_loop_adddmareg_sync,TTQUEUE,1,1,32,1,111
q,t1,40,q_loop_adddmareg_sync,TTQUEUE,1,1,64,1,207
q,t1,40,q_loop_adddmareg_sync,TTQUEUE,1,1,128,1,399
q,t1,40,q_loop_adddmareg_sync,TTQUEUE,1,1,256,1,783
q,t1,40,q_loop_adddmareg_sync,TTQUEUE,1,1,512,1,1551
q,t1,40,q_loop_adddmareg_sync,TTQUEUE,1,1,1024,1,3087
s,t1,0,loop_overhead,-,1,1,32,64,76
s,t1,0,loop_overhead,-,1,1,64,64,140
s,t1,0,loop_overhead,-,1,1,96,64,204
s,t1,0,loop_overhead,-,1,1,128,64,268
s,t1,41,s_loop_addi,TTQUEUE,1,1,4,1,17
s,t1,41,s_loop_addi,TTQUEUE,1,1,8,1,24
s,t1,41,s_loop_addi,TTQUEUE,1,1,16,1,36
s,t1,41,s_loop_addi,TTQUEUE,1,1,32,1,60
s,t1,41,s_loop_addi,TTQUEUE,1,1,64,1,108
s,t1,41,s_loop_addi,TTQUEUE,1,1,128,1,204
s,t1,41,s_loop_addi,TTQUEUE,1,1,256,1,396
s,t1,41,s_loop_addi,TTQUEUE,1,1,512,1,780
s,t1,42,s_co_plain,TTQUEUE,1,1,4,1,14
s,t1,42,s_co_plain,TTQUEUE,1,1,8,1,24
s,t1,42,s_co_plain,TTQUEUE,1,1,16,1,36
s,t1,42,s_co_plain,TTQUEUE,1,1,32,1,60
s,t1,42,s_co_plain,TTQUEUE,1,1,64,1,110
s,t1,42,s_co_plain,TTQUEUE,1,1,128,1,299
s,t1,42,s_co_plain,TTQUEUE,1,1,256,1,683
s,t1,42,s_co_plain,TTQUEUE,1,1,512,1,1451
s,t1,43,s_co_repeat,TTQUEUE,1,1,4,1,11
s,t1,43,s_co_repeat,TTQUEUE,1,1,8,1,24
s,t1,43,s_co_repeat,TTQUEUE,1,1,16,1,36
s,t1,43,s_co_repeat,TTQUEUE,1,1,32,1,60
s,t1,43,s_co_repeat,TTQUEUE,1,1,64,1,110
s,t1,43,s_co_repeat,TTQUEUE,1,1,128,1,299
s,t1,43,s_co_repeat,TTQUEUE,1,1,256,1,683
s,t1,43,s_co_repeat,TTQUEUE,1,1,512,1,1451
s,t1,44,s_co_sync,TTQUEUE,1,1,4,1,27
s,t1,44,s_co_sync,TTQUEUE,1,1,8,1,39
s,t1,44,s_co_sync,TTQUEUE,1,1,16,1,63
s,t1,44,s_co_sync,TTQUEUE,1,1,32,1,111
s,t1,44,s_co_sync,TTQUEUE,1,1,64,1,207
s,t1,44,s_co_sync,TTQUEUE,1,1,128,1,399
s,t1,44,s_co_sync,TTQUEUE,1,1,256,1,783
s,t1,44,s_co_sync,TTQUEUE,1,1,512,1,1551
s,t1,45,s_solo_plain,TTQUEUE,1,1,4,1,8
s,t1,45,s_solo_plain,TTQUEUE,1,1,8,1,22
s,t1,45,s_solo_plain,TTQUEUE,1,1,16,1,34
s,t1,45,s_solo_plain,TTQUEUE,1,1,32,1,58
s,t1,45,s_solo_plain,TTQUEUE,1,1,64,1,108
s,t1,45,s_solo_plain,TTQUEUE,1,1,128,1,297
s,t1,45,s_solo_plain,TTQUEUE,1,1,256,1,681
s,t1,45,s_solo_plain,TTQUEUE,1,1,512,1,1449
s,t1,46,s_solo_sync,TTQUEUE,1,1,4,1,30
s,t1,46,s_solo_sync,TTQUEUE,1,1,8,1,37
s,t1,46,s_solo_sync,TTQUEUE,1,1,16,1,61
s,t1,46,s_solo_sync,TTQUEUE,1,1,32,1,109
s,t1,46,s_solo_sync,TTQUEUE,1,1,64,1,205
s,t1,46,s_solo_sync,TTQUEUE,1,1,128,1,397
s,t1,46,s_solo_sync,TTQUEUE,1,1,256,1,781
s,t1,46,s_solo_sync,TTQUEUE,1,1,512,1,1549
